tissue	assay	species	filename	original
Lung	H3K4me3	sus_scrofa	Lung H3K4me3.bed.gz	GSM4256336_LW_2W_1_Lung_H3K4me3.narrowPeak.gz,GSM4256337_LW_2W_2_Lung_H3K4me3.narrowPeak.gz,GSM4256293_ES_2W_1_Lung_H3K4me3.narrowPeak.gz
Cerebrum	H3K27ac	sus_scrofa	Cerebrum H3K27ac.bed.gz	GSM4256311_LW_2W_2_Cerebrum_H3K27ac.narrowPeak.gz,GSM4256274_ES_2W_1_Cerebrum_H3K27ac.narrowPeak.gz,GSM4256310_LW_2W_1_Cerebrum_H3K27ac.narrowPeak.gz
Muscle	ATAC	sus_scrofa	Muscle ATAC.bed.gz	GSM4256395_LW_2W_1_Muscle_ATAC.narrowPeak.gz,GSM4256389_ES_2W_2_Muscle_ATAC.narrowPeak.gz,GSM4256396_LW_2W_2_Muscle_ATAC.narrowPeak.gz,GSM4256401_MS_2W_2_Muscle_ATAC.narrowPeak.gz,GSM4256380_Duroc_2W_1_Muscle_ATAC.narrowPeak.gz,GSM4256388_ES_2W_1_Muscle_ATAC.narrowPeak.gz,GSM4256381_Duroc_2W_2_Muscle_ATAC.narrowPeak.gz
Heart	H3K27ac	sus_scrofa	Heart H3K27ac.bed.gz	GSM4256256_Duroc_2W_1_Heart_H3K27ac.narrowPeak.gz,GSM4256323_LW_2W_2_Heart_H3K27ac.narrowPeak.gz,GSM4256358_MS_2W_1_Heart_H3K27ac.narrowPeak.gz,GSM4256257_Duroc_2W_2_Heart_H3K27ac.narrowPeak.gz,GSM4256322_LW_2W_1_Heart_H3K27ac.narrowPeak.gz,GSM4256283_ES_2W_2_Heart_H3K27ac.narrowPeak.gz,GSM4256359_MS_2W_2_Heart_H3K27ac.narrowPeak.gz,GSM4256282_ES_2W_1_Heart_H3K27ac.narrowPeak.gz
Spleen	H3K27ac	sus_scrofa	Spleen H3K27ac.bed.gz	GSM4256300_ES_2W_1_Spleen_H3K27ac.narrowPeak.gz,GSM4256371_MS_2W_2_Spleen_H3K27ac.narrowPeak.gz,GSM4256347_LW_2W_2_Spleen_H3K27ac.narrowPeak.gz,GSM4256268_Duroc_2W_1_Spleen_H3K27ac.narrowPeak.gz,GSM4256370_MS_2W_1_Spleen_H3K27ac.narrowPeak.gz,GSM4256269_Duroc_2W_2_Spleen_H3K27ac.narrowPeak.gz,GSM4256346_LW_2W_1_Spleen_H3K27ac.narrowPeak.gz,GSM4256301_ES_2W_2_Spleen_H3K27ac.narrowPeak.gz
Liver	ATAC	sus_scrofa	Liver ATAC.bed.gz	GSM4256379_Duroc_2W_2_Liver_ATAC.narrowPeak.gz,GSM4256400_MS_2W_2_Liver_ATAC.narrowPeak.gz,GSM4256387_ES_2W_2_Liver_ATAC.narrowPeak.gz,GSM4256393_LW_2W_1_Liver_ATAC.narrowPeak.gz,GSM4256378_Duroc_2W_1_Liver_ATAC.narrowPeak.gz
Heart	H3K4me3	sus_scrofa	Heart H3K4me3.bed.gz	GSM4256284_ES_2W_1_Heart_H3K4me3.narrowPeak.gz,GSM4256360_MS_2W_1_Heart_H3K4me3.narrowPeak.gz,GSM4256361_MS_2W_2_Heart_H3K4me3.narrowPeak.gz,GSM4256258_Duroc_2W_1_Heart_H3K4me3.narrowPeak.gz,GSM4256324_LW_2W_1_Heart_H3K4me3.narrowPeak.gz,GSM4256285_ES_2W_2_Heart_H3K4me3.narrowPeak.gz,GSM4256259_Duroc_2W_2_Heart_H3K4me3.narrowPeak.gz,GSM4256325_LW_2W_2_Heart_H3K4me3.narrowPeak.gz
Kidney	H3K27ac	sus_scrofa	Kidney H3K27ac.bed.gz	GSM4256286_ES_2W_1_Kidney_H3K27ac.narrowPeak.gz,GSM4256326_LW_2W_1_Kidney_H3K27ac.narrowPeak.gz,GSM4256327_LW_2W_2_Kidney_H3K27ac.narrowPeak.gz
Liver	H3K27ac	sus_scrofa	Liver H3K27ac.bed.gz	GSM4256260_Duroc_2W_1_Liver_H3K27ac.narrowPeak.gz,GSM4256289_ES_2W_2_Liver_H3K27ac.narrowPeak.gz,GSM4256261_Duroc_2W_2_Liver_H3K27ac.narrowPeak.gz,GSM4256288_ES_2W_1_Liver_H3K27ac.narrowPeak.gz,GSM4256363_MS_2W_2_Liver_H3K27ac.narrowPeak.gz,GSM4256331_LW_2W_2_Liver_H3K27ac.narrowPeak.gz,GSM4256362_MS_2W_1_Liver_H3K27ac.narrowPeak.gz,GSM4256330_LW_2W_1_Liver_H3K27ac.narrowPeak.gz
Fat	H3K4me3	sus_scrofa	Fat H3K4me3.bed.gz	GSM4256357_MS_2W_2_Fat_H3K4me3.narrowPeak.gz,GSM4256255_Duroc_2W_2_Fat_H3K4me3.narrowPeak.gz,GSM4256321_LW_2W_2_Fat_H3K4me3.narrowPeak.gz,GSM4256254_Duroc_2W_1_Fat_H3K4me3.narrowPeak.gz,GSM4256281_ES_2W_2_Fat_H3K4me3.narrowPeak.gz,GSM4256356_MS_2W_1_Fat_H3K4me3.narrowPeak.gz,GSM4256280_ES_2W_1_Fat_H3K4me3.narrowPeak.gz,GSM4256320_LW_2W_1_Fat_H3K4me3.narrowPeak.gz
Pancreas	H3K4me3	sus_scrofa	Pancreas H3K4me3.bed.gz	GSM4256299_ES_2W_1_Pancreas_H3K4me3.narrowPeak.gz,GSM4256344_LW_2W_1_Pancreas_H3K4me3.narrowPeak.gz,GSM4256345_LW_2W_2_Pancreas_H3K4me3.narrowPeak.gz
Fat	H3K27ac	sus_scrofa	Fat H3K27ac.bed.gz	GSM4256252_Duroc_2W_1_Fat_H3K27ac.narrowPeak.gz,GSM4256318_LW_2W_1_Fat_H3K27ac.narrowPeak.gz,GSM4256278_ES_2W_1_Fat_H3K27ac.narrowPeak.gz,GSM4256319_LW_2W_2_Fat_H3K27ac.narrowPeak.gz,GSM4256279_ES_2W_2_Fat_H3K27ac.narrowPeak.gz,GSM4256355_MS_2W_2_Fat_H3K27ac.narrowPeak.gz,GSM4256253_Duroc_2W_2_Fat_H3K27ac.narrowPeak.gz,GSM4256354_MS_2W_1_Fat_H3K27ac.narrowPeak.gz
Duodenum	H3K27ac	sus_scrofa	Duodenum H3K27ac.bed.gz	GSM4256315_LW_2W_2_Duodenum_H3K27ac.narrowPeak.gz,GSM4256276_ES_2W_1_Duodenum_H3K27ac.narrowPeak.gz,GSM4256314_LW_2W_1_Duodenum_H3K27ac.narrowPeak.gz
Cerebrum	H3K4me3	sus_scrofa	Cerebrum H3K4me3.bed.gz	GSM4256313_LW_2W_2_Cerebrum_H3K4me3.narrowPeak.gz,GSM4256275_ES_2W_1_Cerebrum_H3K4me3.narrowPeak.gz,GSM4256312_LW_2W_1_Cerebrum_H3K4me3.narrowPeak.gz
Cerebellum	H3K4me3	sus_scrofa	Cerebellum H3K4me3.bed.gz	GSM4256273_ES_2W_1_Cerebellum_H3K4me3.narrowPeak.gz,GSM4256308_LW_2W_1_Cerebellum_H3K4me3.narrowPeak.gz,GSM4256309_LW_2W_2_Cerebellum_H3K4me3.narrowPeak.gz
Heart	ATAC	sus_scrofa	Heart ATAC.bed.gz	GSM4256377_Duroc_2W_2_Heart_ATAC.narrowPeak.gz,GSM4256376_Duroc_2W_1_Heart_ATAC.narrowPeak.gz,GSM4256385_ES_2W_1_Heart_ATAC.narrowPeak.gz
Cerebellum	H3K27ac	sus_scrofa	Cerebellum H3K27ac.bed.gz	GSM4256272_ES_2W_1_Cerebellum_H3K27ac.narrowPeak.gz,GSM4256307_LW_2W_2_Cerebellum_H3K27ac.narrowPeak.gz,GSM4256306_LW_2W_1_Cerebellum_H3K27ac.narrowPeak.gz
Lung	H3K27ac	sus_scrofa	Lung H3K27ac.bed.gz	GSM4256292_ES_2W_1_Lung_H3K27ac.narrowPeak.gz,GSM4256334_LW_2W_1_Lung_H3K27ac.narrowPeak.gz,GSM4256335_LW_2W_2_Lung_H3K27ac.narrowPeak.gz
Spleen	ATAC	sus_scrofa	Spleen ATAC.bed.gz	GSM4256390_ES_2W_1_Spleen_ATAC.narrowPeak.gz,GSM4256382_Duroc_2W_1_Spleen_ATAC.narrowPeak.gz
